event_date,event_datetime,visitor_nss,visitor_team,home_team,Money Line Open Visitor,Money Line Open Home,Money Line Visitor,Money Line Home
1/11/2012 0:00,1/11/2012 19:35,41,Away Goals,Home Goals,106,-115,108,-117
1/11/2012 0:00,,1001,Pittsburgh Penguins,Washington Capitals,106,-115,111,-120
1/11/2012 0:00,1/11/2012 19:35,1001,Pittsburgh Penguins,Washington Capitals,106,-115,111,-120
1/11/2012 0:00,1/11/2012 21:05,1003,New Jersey Devils,Edmonton Oilers,-106,-102,-104,-104
1/11/2012 0:00,,1003,New Jersey Devils,Edmonton Oilers,-106,-102,-104,-104
1/11/2012 0:00,,1041,Away Goals,Home Goals,102,-110,103,-111
1/11/2012 0:00,1/11/2012 19:35,1041,Away Goals,Home Goals,102,-110,103,-111
1/11/2012 0:00,1/11/2012 19:35,3001,Pittsburgh Penguins,Washington Capitals,,,,
1/11/2012 0:00,1/11/2012 21:05,3003,New Jersey Devils,Edmonton Oilers,,,,
1/11/2012 0:00,1/11/2012 19:35,3041,Away Goals,Home Goals,,,,
1/10/2012 0:00,1/10/2012 19:05,51,Arizona Coyotes,New York Rangers,177,-193,160,-174
1/10/2012 0:00,1/10/2012 19:05,53,Winnipeg Jets,Boston Bruins,232,-255,213,-234
1/10/2012 0:00,1/10/2012 19:05,55,Detroit Red Wings,New York Islanders,-180,165,-160,147
1/10/2012 0:00,1/10/2012 19:05,57,Philadelphia Flyers,Carolina Hurricanes,-155,135,-157,145
1/10/2012 0:00,1/10/2012 19:05,59,Buffalo Sabres,Toronto Maple Leafs,138,-150,123,-133
1/10/2012 0:00,1/10/2012 19:05,61,Ottawa Senators,Pittsburgh Penguins,156,-170,120,-130
1/10/2012 0:00,1/10/2012 19:35,63,St. Louis Blues,Montreal Canadiens,-113,104,-107,-101
1/10/2012 0:00,1/10/2012 19:35,65,Vancouver Canucks,Tampa Bay Lightning,-155,143,-144,133
1/10/2012 0:00,1/10/2012 19:35,67,San Jose Sharks,Minnesota Wild,-138,127,-150,138
1/10/2012 0:00,1/10/2012 20:35,69,Columbus Blue Jackets,Chicago Blackhawks,232,-255,204,-223
1/10/2012 0:00,1/10/2012 21:05,71,Nashville Predators,Colorado Avalanche,105,-113,-115,106
1/10/2012 0:00,1/10/2012 21:35,73,New Jersey Devils,Calgary Flames,-112,-108,-102,-106
1/10/2012 0:00,1/10/2012 22:05,75,Dallas Stars,Anaheim Ducks,100,-108,101,-109
1/10/2012 0:00,1/10/2012 19:05,91,Away Goals,Home Goals,101,-121,122,-132
1/10/2012 0:00,,1051,Arizona Coyotes,New York Rangers,144,-156,130,-150
1/10/2012 0:00,1/10/2012 19:05,1051,Arizona Coyotes,New York Rangers,144,-156,130,-150
1/10/2012 0:00,1/10/2012 19:05,1053,Winnipeg Jets,Boston Bruins,176,-192,165,-190
1/10/2012 0:00,,1053,Winnipeg Jets,Boston Bruins,176,-192,165,-190
1/10/2012 0:00,,1055,Detroit Red Wings,New York Islanders,-148,136,-139,128
1/10/2012 0:00,1/10/2012 19:05,1055,Detroit Red Wings,New York Islanders,-148,136,-139,128
1/10/2012 0:00,1/10/2012 19:05,1057,Philadelphia Flyers,Carolina Hurricanes,-133,123,-135,125
1/10/2012 0:00,,1057,Philadelphia Flyers,Carolina Hurricanes,-133,123,-135,125
1/10/2012 0:00,,1059,Buffalo Sabres,Toronto Maple Leafs,120,-130,100,-120
1/10/2012 0:00,1/10/2012 19:05,1059,Buffalo Sabres,Toronto Maple Leafs,120,-130,100,-120
1/10/2012 0:00,1/10/2012 19:05,1061,Ottawa Senators,Pittsburgh Penguins,127,-138,105,-125
1/10/2012 0:00,,1061,Ottawa Senators,Pittsburgh Penguins,127,-138,105,-125
1/10/2012 0:00,,1063,St. Louis Blues,Montreal Canadiens,-108,100,-110,-110
1/10/2012 0:00,1/10/2012 19:35,1063,St. Louis Blues,Montreal Canadiens,-108,100,-110,-110
1/10/2012 0:00,1/10/2012 19:35,1065,Vancouver Canucks,Tampa Bay Lightning,-133,123,-130,120
1/10/2012 0:00,,1065,Vancouver Canucks,Tampa Bay Lightning,-133,123,-130,120
1/10/2012 0:00,,1067,San Jose Sharks,Minnesota Wild,-123,114,-135,115
1/10/2012 0:00,1/10/2012 19:35,1067,San Jose Sharks,Minnesota Wild,-123,114,-135,115
1/10/2012 0:00,1/10/2012 20:35,1069,Columbus Blue Jackets,Chicago Blackhawks,176,-192,158,-172
1/10/2012 0:00,,1069,Columbus Blue Jackets,Chicago Blackhawks,176,-192,158,-172
1/10/2012 0:00,,1071,Nashville Predators,Colorado Avalanche,100,-108,-109,101
1/10/2012 0:00,1/10/2012 21:05,1071,Nashville Predators,Colorado Avalanche,100,-108,-109,101
1/10/2012 0:00,1/10/2012 21:35,1073,New Jersey Devils,Calgary Flames,-103,-105,-110,-110
1/10/2012 0:00,,1073,New Jersey Devils,Calgary Flames,-103,-105,-110,-110
1/10/2012 0:00,,1075,Dallas Stars,Anaheim Ducks,-105,-103,-102,-106
1/10/2012 0:00,1/10/2012 22:05,1075,Dallas Stars,Anaheim Ducks,-105,-103,-102,-106
1/10/2012 0:00,1/10/2012 19:05,1091,Away Goals,Home Goals,110,-119,105,-125
1/10/2012 0:00,,1091,Away Goals,Home Goals,110,-119,105,-125
1/10/2012 0:00,1/10/2012 19:05,3051,Arizona Coyotes,New York Rangers,,,,
1/10/2012 0:00,1/10/2012 19:05,3053,Winnipeg Jets,Boston Bruins,,,,
1/10/2012 0:00,1/10/2012 19:05,3055,Detroit Red Wings,New York Islanders,,,,
1/10/2012 0:00,1/10/2012 19:05,3057,Philadelphia Flyers,Carolina Hurricanes,,,,
1/10/2012 0:00,1/10/2012 19:05,3059,Buffalo Sabres,Toronto Maple Leafs,,,,
1/10/2012 0:00,1/10/2012 19:05,3061,Ottawa Senators,Pittsburgh Penguins,,,,
1/10/2012 0:00,1/10/2012 19:35,3063,St. Louis Blues,Montreal Canadiens,,,,
1/10/2012 0:00,1/10/2012 19:35,3065,Vancouver Canucks,Tampa Bay Lightning,,,,
1/10/2012 0:00,1/10/2012 19:35,3067,San Jose Sharks,Minnesota Wild,,,,
1/10/2012 0:00,1/10/2012 20:35,3069,Columbus Blue Jackets,Chicago Blackhawks,,,,
1/10/2012 0:00,1/10/2012 21:05,3071,Nashville Predators,Colorado Avalanche,,,,
1/10/2012 0:00,1/10/2012 21:35,3073,New Jersey Devils,Calgary Flames,,,,
1/10/2012 0:00,1/10/2012 22:05,3075,Dallas Stars,Anaheim Ducks,,,,
1/10/2012 0:00,1/10/2012 19:05,3091,Away Goals,Home Goals,,,,
1/9/2012 0:00,1/9/2012 19:30,1,Vancouver Canucks,Florida Panthers,-140,129,-160,147
1/9/2012 0:00,1/9/2012 22:30,3,Washington Capitals,Los Angeles Kings,125,-135,120,-130
1/9/2012 0:00,1/9/2012 19:35,41,Away Goals,Home Goals,-118,109,-123,103
1/9/2012 0:00,,1001,Vancouver Canucks,Florida Panthers,-125,115,-140,129
1/9/2012 0:00,1/9/2012 19:30,1001,Vancouver Canucks,Florida Panthers,-125,115,-140,129
1/9/2012 0:00,1/9/2012 22:30,1003,Washington Capitals,Los Angeles Kings,109,-118,120,-130
1/9/2012 0:00,,1003,Washington Capitals,Los Angeles Kings,109,-118,120,-130
1/9/2012 0:00,,1041,Away Goals,Home Goals,-111,103,-114,105
1/9/2012 0:00,1/9/2012 19:35,1041,Away Goals,Home Goals,-111,103,-114,105
1/9/2012 0:00,1/9/2012 19:30,3001,Vancouver Canucks,Florida Panthers,,,,
1/9/2012 0:00,1/9/2012 22:30,3003,Washington Capitals,Los Angeles Kings,,,,
1/9/2012 0:00,1/9/2012 19:35,3041,Away Goals,Home Goals,,,,
1/8/2012 0:00,1/8/2012 17:05,51,Philadelphia Flyers,Ottawa Senators,-113,104,-117,108
1/8/2012 0:00,1/8/2012 19:35,53,Detroit Red Wings,Chicago Blackhawks,106,-115,111,-120
1/8/2012 0:00,1/8/2012 20:05,55,Columbus Blue Jackets,Anaheim Ducks,132,-143,156,-169
1/8/2012 0:00,1/8/2012 17:05,91,Away Goals,Home Goals,115,-125,125,-135
1/8/2012 0:00,,1051,Philadelphia Flyers,Ottawa Senators,-108,100,-110,102
1/8/2012 0:00,1/8/2012 17:05,1051,Philadelphia Flyers,Ottawa Senators,-108,100,-110,102
1/8/2012 0:00,1/8/2012 19:35,1053,Detroit Red Wings,Chicago Blackhawks,103,-111,105,-114
1/8/2012 0:00,,1053,Detroit Red Wings,Chicago Blackhawks,103,-111,105,-114
1/8/2012 0:00,,1055,Columbus Blue Jackets,Anaheim Ducks,117,-127,130,-141
1/8/2012 0:00,1/8/2012 20:05,1055,Columbus Blue Jackets,Anaheim Ducks,117,-127,130,-141
1/8/2012 0:00,1/8/2012 17:05,1091,Away Goals,Home Goals,106,-115,115,-135
1/8/2012 0:00,,1091,Away Goals,Home Goals,106,-115,115,-135
1/8/2012 0:00,1/8/2012 17:05,3051,Philadelphia Flyers,Ottawa Senators,,,,
1/8/2012 0:00,1/8/2012 19:35,3053,Detroit Red Wings,Chicago Blackhawks,,,,
1/8/2012 0:00,1/8/2012 20:05,3055,Columbus Blue Jackets,Anaheim Ducks,,,,
1/8/2012 0:00,1/8/2012 17:05,3091,Away Goals,Home Goals,,,,
1/7/2012 0:00,1/7/2012 13:00,1,Ottawa Senators,Philadelphia Flyers,159,-173,151,-164
1/7/2012 0:00,1/7/2012 13:00,3,Vancouver Canucks,Boston Bruins,152,-165,143,-155
1/7/2012 0:00,1/7/2012 14:00,5,Edmonton Oilers,Dallas Stars,150,-163,138,-150
1/7/2012 0:00,1/7/2012 16:00,7,Columbus Blue Jackets,Los Angeles Kings,164,-178,177,-193
1/7/2012 0:00,1/7/2012 19:00,9,Winnipeg Jets,Buffalo Sabres,114,-123,108,-117
1/7/2012 0:00,1/7/2012 19:00,11,Tampa Bay Lightning,Montreal Canadiens,127,-138,128,-139
1/7/2012 0:00,1/7/2012 19:00,13,Detroit Red Wings,Toronto Maple Leafs,-150,138,-145,134
1/7/2012 0:00,1/7/2012 19:00,15,New Jersey Devils,Pittsburgh Penguins,156,-170,166,-181
1/7/2012 0:00,1/7/2012 20:00,17,New York Islanders,Arizona Coyotes,143,-155,140,-152
1/7/2012 0:00,1/7/2012 20:00,19,Carolina Hurricanes,Nashville Predators,159,-173,182,-198
1/7/2012 0:00,1/7/2012 20:00,21,Colorado Avalanche,St. Louis Blues,165,-180,177,-193
1/7/2012 0:00,1/7/2012 22:00,23,Minnesota Wild,Calgary Flames,114,-123,-107,-101
1/7/2012 0:00,1/7/2012 22:30,25,Washington Capitals,San Jose Sharks,129,-140,126,-136
1/7/2012 0:00,1/7/2012 13:05,41,Away Goals,Home Goals,232,-255,258,-285
1/7/2012 0:00,,1001,Ottawa Senators,Philadelphia Flyers,132,-143,125,-145
1/7/2012 0:00,1/7/2012 13:00,1001,Ottawa Senators,Philadelphia Flyers,132,-143,125,-145
1/7/2012 0:00,1/7/2012 13:00,1003,Vancouver Canucks,Boston Bruins,126,-137,120,-130
1/7/2012 0:00,,1003,Vancouver Canucks,Boston Bruins,126,-137,120,-130
1/7/2012 0:00,,1005,Edmonton Oilers,Dallas Stars,126,-137,115,-135
1/7/2012 0:00,1/7/2012 14:00,1005,Edmonton Oilers,Dallas Stars,126,-137,115,-135
1/7/2012 0:00,1/7/2012 16:00,1007,Columbus Blue Jackets,Los Angeles Kings,133,-144,147,-160
1/7/2012 0:00,,1007,Columbus Blue Jackets,Los Angeles Kings,133,-144,147,-160
1/7/2012 0:00,,1009,Winnipeg Jets,Buffalo Sabres,107,-116,103,-111
1/7/2012 0:00,1/7/2012 19:00,1009,Winnipeg Jets,Buffalo Sabres,107,-116,103,-111
1/7/2012 0:00,1/7/2012 19:00,1011,Tampa Bay Lightning,Montreal Canadiens,115,-125,122,-132
1/7/2012 0:00,,1011,Tampa Bay Lightning,Montreal Canadiens,115,-125,122,-132
1/7/2012 0:00,,1013,Detroit Red Wings,Toronto Maple Leafs,-130,120,-135,115
1/7/2012 0:00,1/7/2012 19:00,1013,Detroit Red Wings,Toronto Maple Leafs,-130,120,-135,115
1/7/2012 0:00,1/7/2012 19:00,1015,New Jersey Devils,Pittsburgh Penguins,131,-142,130,-150
1/7/2012 0:00,,1015,New Jersey Devils,Pittsburgh Penguins,131,-142,130,-150
1/7/2012 0:00,,1017,New York Islanders,Arizona Coyotes,122,-132,125,-135
1/7/2012 0:00,1/7/2012 20:00,1017,New York Islanders,Arizona Coyotes,122,-132,125,-135
1/7/2012 0:00,1/7/2012 20:00,1019,Carolina Hurricanes,Nashville Predators,133,-144,142,-154
1/7/2012 0:00,,1019,Carolina Hurricanes,Nashville Predators,133,-144,142,-154
1/7/2012 0:00,,1021,Colorado Avalanche,St. Louis Blues,141,-153,140,-165
1/7/2012 0:00,1/7/2012 20:00,1021,Colorado Avalanche,St. Louis Blues,141,-153,140,-165
1/7/2012 0:00,1/7/2012 22:00,1023,Minnesota Wild,Calgary Flames,106,-115,-104,-104
1/7/2012 0:00,,1023,Minnesota Wild,Calgary Flames,106,-115,-104,-104
1/7/2012 0:00,,1025,Washington Capitals,San Jose Sharks,114,-123,115,-135
1/7/2012 0:00,1/7/2012 22:30,1025,Washington Capitals,San Jose Sharks,114,-123,115,-135
1/7/2012 0:00,1/7/2012 13:05,1041,Away Goals,Home Goals,188,-205,165,-190
1/7/2012 0:00,,1041,Away Goals,Home Goals,188,-205,165,-190
1/7/2012 0:00,1/7/2012 13:00,3001,Ottawa Senators,Philadelphia Flyers,,,,
1/7/2012 0:00,1/7/2012 13:00,3003,Vancouver Canucks,Boston Bruins,,,,
1/7/2012 0:00,1/7/2012 14:00,3005,Edmonton Oilers,Dallas Stars,,,,
1/7/2012 0:00,1/7/2012 16:00,3007,Columbus Blue Jackets,Los Angeles Kings,,,,
1/7/2012 0:00,1/7/2012 19:00,3009,Winnipeg Jets,Buffalo Sabres,,,,
1/7/2012 0:00,1/7/2012 19:00,3011,Tampa Bay Lightning,Montreal Canadiens,,,,
1/7/2012 0:00,1/7/2012 19:00,3013,Detroit Red Wings,Toronto Maple Leafs,,,,
1/7/2012 0:00,1/7/2012 19:00,3015,New Jersey Devils,Pittsburgh Penguins,,,,
1/7/2012 0:00,1/7/2012 20:00,3017,New York Islanders,Arizona Coyotes,,,,
1/7/2012 0:00,1/7/2012 20:00,3019,Carolina Hurricanes,Nashville Predators,,,,
1/7/2012 0:00,1/7/2012 20:00,3021,Colorado Avalanche,St. Louis Blues,,,,
1/7/2012 0:00,1/7/2012 22:00,3023,Minnesota Wild,Calgary Flames,,,,
1/7/2012 0:00,1/7/2012 22:30,3025,Washington Capitals,San Jose Sharks,,,,
1/7/2012 0:00,1/7/2012 13:05,3041,Away Goals,Home Goals,,,,
1/6/2012 0:00,1/6/2012 19:00,51,Florida Panthers,New Jersey Devils,124,-134,125,-135
1/6/2012 0:00,1/6/2012 19:00,53,New York Rangers,Pittsburgh Penguins,120,-130,123,-133
1/6/2012 0:00,1/6/2012 19:00,55,Buffalo Sabres,Carolina Hurricanes,-109,101,-109,101
1/6/2012 0:00,1/6/2012 20:30,57,Colorado Avalanche,Chicago Blackhawks,177,-193,170,-185
1/6/2012 0:00,1/6/2012 22:00,59,New York Islanders,Anaheim Ducks,109,-118,107,-116
1/6/2012 0:00,1/6/2012 19:05,91,Away Goals,Home Goals,141,-153,151,-164
1/6/2012 0:00,,1051,Florida Panthers,New Jersey Devils,112,-121,110,-130
1/6/2012 0:00,1/6/2012 19:00,1051,Florida Panthers,New Jersey Devils,112,-121,110,-130
1/6/2012 0:00,1/6/2012 19:00,1053,New York Rangers,Pittsburgh Penguins,109,-118,108,-117
1/6/2012 0:00,,1053,New York Rangers,Pittsburgh Penguins,109,-118,108,-117
1/6/2012 0:00,,1055,Buffalo Sabres,Carolina Hurricanes,-106,-102,-106,-102
1/6/2012 0:00,1/6/2012 19:00,1055,Buffalo Sabres,Carolina Hurricanes,-106,-102,-106,-102
1/6/2012 0:00,1/6/2012 20:30,1057,Colorado Avalanche,Chicago Blackhawks,145,-157,141,-153
1/6/2012 0:00,,1057,Colorado Avalanche,Chicago Blackhawks,145,-157,141,-153
1/6/2012 0:00,,1059,New York Islanders,Anaheim Ducks,103,-111,105,-114
1/6/2012 0:00,1/6/2012 22:00,1059,New York Islanders,Anaheim Ducks,103,-111,105,-114
1/6/2012 0:00,1/6/2012 19:05,1091,Away Goals,Home Goals,122,-132,128,-139
1/6/2012 0:00,,1091,Away Goals,Home Goals,122,-132,128,-139
1/6/2012 0:00,1/6/2012 19:00,3051,Florida Panthers,New Jersey Devils,,,,
1/6/2012 0:00,1/6/2012 19:00,3053,New York Rangers,Pittsburgh Penguins,,,,
1/6/2012 0:00,1/6/2012 19:00,3055,Buffalo Sabres,Carolina Hurricanes,,,,
1/6/2012 0:00,1/6/2012 20:30,3057,Colorado Avalanche,Chicago Blackhawks,,,,
1/6/2012 0:00,1/6/2012 22:00,3059,New York Islanders,Anaheim Ducks,,,,
1/6/2012 0:00,1/6/2012 19:05,3091,Away Goals,Home Goals,,,,
1/5/2012 0:00,1/5/2012 19:05,1,Calgary Flames,Boston Bruins,219,-240,222,-244
1/5/2012 0:00,1/5/2012 19:05,3,Winnipeg Jets,Toronto Maple Leafs,114,-123,140,-152
1/5/2012 0:00,1/5/2012 19:05,5,Florida Panthers,New York Rangers,157,-171,151,-164
1/5/2012 0:00,1/5/2012 19:05,7,Chicago Blackhawks,Philadelphia Flyers,103,-111,101,-109
1/5/2012 0:00,1/5/2012 19:35,9,Tampa Bay Lightning,Ottawa Senators,123,-133,120,-130
1/5/2012 0:00,1/5/2012 20:05,11,Edmonton Oilers,St. Louis Blues,183,-200,187,-204
1/5/2012 0:00,1/5/2012 20:05,13,Dallas Stars,Nashville Predators,127,-138,122,-132
1/5/2012 0:00,1/5/2012 22:35,15,Arizona Coyotes,Los Angeles Kings,133,-144,131,-142
1/5/2012 0:00,1/5/2012 22:35,17,Columbus Blue Jackets,San Jose Sharks,214,-235,187,-204
1/5/2012 0:00,1/5/2012 19:05,41,Away Goals,Home Goals,275,-305,285,-317
1/5/2012 0:00,,1001,Calgary Flames,Boston Bruins,165,-179,167,-182
1/5/2012 0:00,1/5/2012 19:05,1001,Calgary Flames,Boston Bruins,165,-179,167,-182
1/5/2012 0:00,1/5/2012 19:05,1003,Winnipeg Jets,Toronto Maple Leafs,111,-120,120,-130
1/5/2012 0:00,,1003,Winnipeg Jets,Toronto Maple Leafs,111,-120,120,-130
1/5/2012 0:00,,1005,Florida Panthers,New York Rangers,132,-143,125,-145
1/5/2012 0:00,1/5/2012 19:05,1005,Florida Panthers,New York Rangers,132,-143,125,-145
1/5/2012 0:00,1/5/2012 19:05,1007,Chicago Blackhawks,Philadelphia Flyers,-102,-106,100,-108
1/5/2012 0:00,,1007,Chicago Blackhawks,Philadelphia Flyers,-102,-106,100,-108
1/5/2012 0:00,,1009,Tampa Bay Lightning,Ottawa Senators,112,-121,100,-120
1/5/2012 0:00,1/5/2012 19:35,1009,Tampa Bay Lightning,Ottawa Senators,112,-121,100,-120
1/5/2012 0:00,1/5/2012 20:05,1011,Edmonton Oilers,St. Louis Blues,146,-159,153,-166
1/5/2012 0:00,,1011,Edmonton Oilers,St. Louis Blues,146,-159,153,-166
1/5/2012 0:00,,1013,Dallas Stars,Nashville Predators,115,-125,105,-125
1/5/2012 0:00,1/5/2012 20:05,1013,Dallas Stars,Nashville Predators,115,-125,105,-125
1/5/2012 0:00,1/5/2012 22:35,1015,Arizona Coyotes,Los Angeles Kings,118,-128,117,-127
1/5/2012 0:00,,1015,Arizona Coyotes,Los Angeles Kings,118,-128,117,-127
1/5/2012 0:00,,1017,Columbus Blue Jackets,San Jose Sharks,161,-175,155,-168
1/5/2012 0:00,1/5/2012 22:35,1017,Columbus Blue Jackets,San Jose Sharks,161,-175,155,-168
1/5/2012 0:00,1/5/2012 19:05,1041,Away Goals,Home Goals,201,-220,201,-220
1/5/2012 0:00,,1041,Away Goals,Home Goals,201,-220,201,-220
1/5/2012 0:00,1/5/2012 19:05,3001,Calgary Flames,Boston Bruins,,,,
1/5/2012 0:00,1/5/2012 19:05,3003,Winnipeg Jets,Toronto Maple Leafs,,,,
1/5/2012 0:00,1/5/2012 19:05,3005,Florida Panthers,New York Rangers,,,,
1/5/2012 0:00,1/5/2012 19:05,3007,Chicago Blackhawks,Philadelphia Flyers,,,,
1/5/2012 0:00,1/5/2012 19:35,3009,Tampa Bay Lightning,Ottawa Senators,,,,
1/5/2012 0:00,1/5/2012 20:05,3011,Edmonton Oilers,St. Louis Blues,,,,
1/5/2012 0:00,1/5/2012 20:05,3013,Dallas Stars,Nashville Predators,,,,
1/5/2012 0:00,1/5/2012 22:35,3015,Arizona Coyotes,Los Angeles Kings,,,,
1/5/2012 0:00,1/5/2012 22:35,3017,Columbus Blue Jackets,San Jose Sharks,,,,
1/5/2012 0:00,1/5/2012 19:05,3041,Away Goals,Home Goals,,,,
1/4/2012 0:00,1/4/2012 19:35,51,Winnipeg Jets,Montreal Canadiens,115,-125,114,-123
1/4/2012 0:00,1/4/2012 19:35,53,Boston Bruins,New Jersey Devils,-150,138,-148,136
1/4/2012 0:00,1/4/2012 22:05,55,San Jose Sharks,Anaheim Ducks,-150,138,-153,141
1/4/2012 0:00,1/4/2012 22:05,57,Minnesota Wild,Vancouver Canucks,201,-220,196,-214
1/4/2012 0:00,1/4/2012 19:35,91,Away Goals,Home Goals,-104,-104,-103,-105
1/4/2012 0:00,,1051,Winnipeg Jets,Montreal Canadiens,107,-116,111,-120
1/4/2012 0:00,1/4/2012 19:35,1051,Winnipeg Jets,Montreal Canadiens,107,-116,111,-120
1/4/2012 0:00,1/4/2012 19:35,1053,Boston Bruins,New Jersey Devils,-130,120,-138,127
1/4/2012 0:00,,1053,Boston Bruins,New Jersey Devils,-130,120,-138,127
1/4/2012 0:00,,1055,San Jose Sharks,Anaheim Ducks,-130,120,-130,120
1/4/2012 0:00,1/4/2012 22:05,1055,San Jose Sharks,Anaheim Ducks,-130,120,-130,120
1/4/2012 0:00,1/4/2012 22:05,1057,Minnesota Wild,Vancouver Canucks,156,-170,150,-180
1/4/2012 0:00,,1057,Minnesota Wild,Vancouver Canucks,156,-170,150,-180
1/4/2012 0:00,,1091,Away Goals,Home Goals,-104,-104,-110,-110
1/4/2012 0:00,1/4/2012 19:35,1091,Away Goals,Home Goals,-104,-104,-110,-110
1/4/2012 0:00,1/4/2012 19:35,3051,Winnipeg Jets,Montreal Canadiens,,,,
1/4/2012 0:00,1/4/2012 19:35,3053,Boston Bruins,New Jersey Devils,,,,
1/4/2012 0:00,1/4/2012 22:05,3055,San Jose Sharks,Anaheim Ducks,,,,
1/4/2012 0:00,1/4/2012 22:05,3057,Minnesota Wild,Vancouver Canucks,,,,
1/4/2012 0:00,1/4/2012 19:35,3091,Away Goals,Home Goals,,,,
1/3/2012 0:00,1/3/2012 19:05,1,Edmonton Oilers,Buffalo Sabres,138,-150,151,-164
1/3/2012 0:00,1/3/2012 19:05,3,Tampa Bay Lightning,Toronto Maple Leafs,127,-138,115,-125
1/3/2012 0:00,1/3/2012 19:05,5,New York Islanders,Carolina Hurricanes,114,-123,101,-109
1/3/2012 0:00,1/3/2012 19:05,7,Calgary Flames,Washington Capitals,161,-175,146,-159
1/3/2012 0:00,1/3/2012 20:05,9,Arizona Coyotes,St. Louis Blues,161,-175,141,-153
1/3/2012 0:00,1/3/2012 20:05,11,Detroit Red Wings,Dallas Stars,-145,134,-154,142
1/3/2012 0:00,1/3/2012 19:05,41,Away Goals,Home Goals,156,-170,140,-152
1/3/2012 0:00,,1001,Edmonton Oilers,Buffalo Sabres,122,-132,126,-137
1/3/2012 0:00,1/3/2012 19:05,1001,Edmonton Oilers,Buffalo Sabres,122,-132,126,-137
1/3/2012 0:00,1/3/2012 19:05,1003,Tampa Bay Lightning,Toronto Maple Leafs,114,-123,108,-117
1/3/2012 0:00,,1003,Tampa Bay Lightning,Toronto Maple Leafs,114,-123,108,-117
1/3/2012 0:00,,1005,New York Islanders,Carolina Hurricanes,105,-114,101,-109
1/3/2012 0:00,1/3/2012 19:05,1005,New York Islanders,Carolina Hurricanes,105,-114,101,-109
1/3/2012 0:00,1/3/2012 19:05,1007,Calgary Flames,Washington Capitals,134,-145,128,-139
1/3/2012 0:00,,1007,Calgary Flames,Washington Capitals,134,-145,128,-139
1/3/2012 0:00,,1009,Arizona Coyotes,St. Louis Blues,134,-145,120,-140
1/3/2012 0:00,1/3/2012 20:05,1009,Arizona Coyotes,St. Louis Blues,134,-145,120,-140
1/3/2012 0:00,1/3/2012 20:05,1011,Detroit Red Wings,Dallas Stars,-127,117,-132,122
1/3/2012 0:00,,1011,Detroit Red Wings,Dallas Stars,-127,117,-132,122
1/3/2012 0:00,,1041,Away Goals,Home Goals,131,-142,123,-133
1/3/2012 0:00,1/3/2012 19:05,1041,Away Goals,Home Goals,131,-142,123,-133
1/3/2012 0:00,1/3/2012 19:05,3001,Edmonton Oilers,Buffalo Sabres,,,,
1/3/2012 0:00,1/3/2012 19:05,3003,Tampa Bay Lightning,Toronto Maple Leafs,,,,
1/3/2012 0:00,1/3/2012 19:05,3005,New York Islanders,Carolina Hurricanes,,,,
1/3/2012 0:00,1/3/2012 19:05,3007,Calgary Flames,Washington Capitals,,,,
1/3/2012 0:00,1/3/2012 20:05,3009,Arizona Coyotes,St. Louis Blues,,,,
1/3/2012 0:00,1/3/2012 20:05,3011,Detroit Red Wings,Dallas Stars,,,,
1/3/2012 0:00,1/3/2012 19:05,3041,Away Goals,Home Goals,,,,
1/2/2012 0:00,1/2/2012 13:00,51,New York Rangers,Philadelphia Flyers,120,-130,115,-125
1/2/2012 0:00,1/2/2012 19:30,53,New Jersey Devils,Ottawa Senators,116,-126,-110,102
1/2/2012 0:00,1/2/2012 20:00,55,San Jose Sharks,Vancouver Canucks,139,-151,134,-145
1/2/2012 0:00,1/2/2012 20:30,57,Edmonton Oilers,Chicago Blackhawks,219,-240,204,-223
1/2/2012 0:00,1/2/2012 22:30,59,Colorado Avalanche,Los Angeles Kings,144,-156,150,-163
1/2/2012 0:00,1/2/2012 15:05,91,Away Goals,Home Goals,203,-222,188,-205
1/2/2012 0:00,,1051,New York Rangers,Philadelphia Flyers,108,-117,106,-115
1/2/2012 0:00,1/2/2012 13:00,1051,New York Rangers,Philadelphia Flyers,108,-117,106,-115
1/2/2012 0:00,1/2/2012 19:30,1053,New Jersey Devils,Ottawa Senators,108,-117,103,-111
1/2/2012 0:00,,1053,New Jersey Devils,Ottawa Senators,108,-117,103,-111
1/2/2012 0:00,,1055,San Jose Sharks,Vancouver Canucks,122,-132,120,-130
1/2/2012 0:00,1/2/2012 20:00,1055,San Jose Sharks,Vancouver Canucks,122,-132,120,-130
1/2/2012 0:00,1/2/2012 20:30,1057,Edmonton Oilers,Chicago Blackhawks,176,-192,154,-167
1/2/2012 0:00,,1057,Edmonton Oilers,Chicago Blackhawks,176,-192,154,-167
1/2/2012 0:00,,1059,Colorado Avalanche,Los Angeles Kings,125,-135,120,-140
1/2/2012 0:00,1/2/2012 22:30,1059,Colorado Avalanche,Los Angeles Kings,125,-135,120,-140
1/2/2012 0:00,1/2/2012 15:05,1091,Away Goals,Home Goals,159,-173,150,-170
1/2/2012 0:00,,1091,Away Goals,Home Goals,159,-173,150,-170
1/2/2012 0:00,1/2/2012 13:00,3051,New York Rangers,Philadelphia Flyers,,,,
1/2/2012 0:00,1/2/2012 19:30,3053,New Jersey Devils,Ottawa Senators,,,,
1/2/2012 0:00,1/2/2012 20:00,3055,San Jose Sharks,Vancouver Canucks,,,,
