event_date,event_datetime,visitor_nss,visitor_team,home_team,Money Line Open Visitor,Money Line Open Home,Money Line Visitor,Money Line Home
6/15/2015 0:00,6/15/2015 20:15,11,Tampa Bay Lightning,Chicago Blackhawks,152,-169,137,-151
6/15/2015 0:00,6/15/2015 20:15,1011,Tampa Bay Lightning,Chicago Blackhawks,137,-152,125,-138
6/13/2015 0:00,6/13/2015 20:15,9,Chicago Blackhawks,Tampa Bay Lightning,109,-120,106,-117
6/13/2015 0:00,6/13/2015 20:15,1009,Chicago Blackhawks,Tampa Bay Lightning,103,-114,106,-117
6/10/2015 0:00,6/10/2015 20:05,7,Tampa Bay Lightning,Chicago Blackhawks,136,-150,162,-180
6/10/2015 0:00,6/10/2015 20:05,1007,Tampa Bay Lightning,Chicago Blackhawks,122,-135,140,-155
6/8/2015 0:00,6/8/2015 20:05,5,Tampa Bay Lightning,Chicago Blackhawks,133,-147,144,-159
6/8/2015 0:00,6/8/2015 20:05,1005,Tampa Bay Lightning,Chicago Blackhawks,125,-138,127,-140
6/6/2015 0:00,6/6/2015 19:15,3,Chicago Blackhawks,Tampa Bay Lightning,113,-125,122,-135
6/6/2015 0:00,6/6/2015 19:15,1003,Chicago Blackhawks,Tampa Bay Lightning,107,-118,117,-129
6/3/2015 0:00,6/3/2015 20:05,1,Chicago Blackhawks,Tampa Bay Lightning,105,-116,117,-129
6/3/2015 0:00,6/3/2015 20:05,1001,Chicago Blackhawks,Tampa Bay Lightning,102,-113,109,-120
5/30/2015 0:00,5/30/2015 20:05,77,Chicago Blackhawks,Anaheim Ducks,118,-130,115,-127
5/30/2015 0:00,5/30/2015 20:05,1077,Chicago Blackhawks,Anaheim Ducks,110,-121,111,-123
,,,,,,,,
5/29/2015 0:00,5/29/2015 20:05,75,Tampa Bay Lightning,New York Rangers,130,-144,140,-155
5/29/2015 0:00,5/29/2015 20:05,1075,Tampa Bay Lightning,New York Rangers,122,-135,130,-144
5/27/2015 0:00,5/27/2015 20:05,73,Anaheim Ducks,Chicago Blackhawks,127,-140,135,-149
5/27/2015 0:00,5/27/2015 20:05,1073,Anaheim Ducks,Chicago Blackhawks,120,-133,120,-133
,C Crawford,,,,,,,
5/26/2015 0:00,5/26/2015 20:05,71,New York Rangers,Tampa Bay Lightning,118,-130,122,-135
5/26/2015 0:00,5/26/2015 20:05,1071,New York Rangers,Tampa Bay Lightning,110,-121,116,-128
5/25/2015 0:00,5/25/2015 21:05,69,Chicago Blackhawks,Anaheim Ducks,117,-129,129,-143
5/25/2015 0:00,5/25/2015 21:05,1069,Chicago Blackhawks,Anaheim Ducks,112,-124,125,-138
,,,,,,,,
5/24/2015 0:00,5/24/2015 20:05,67,Tampa Bay Lightning,New York Rangers,122,-135,132,-146
5/24/2015 0:00,5/24/2015 20:05,1067,Tampa Bay Lightning,New York Rangers,115,-127,130,-144
5/23/2015 0:00,5/23/2015 20:05,65,Anaheim Ducks,Chicago Blackhawks,133,-147,135,-149
5/23/2015 0:00,5/23/2015 20:05,1065,Anaheim Ducks,Chicago Blackhawks,121,-134,126,-139
,C Crawford,,,,,,,
5/22/2015 0:00,5/22/2015 20:05,63,New York Rangers,Tampa Bay Lightning,114,-126,126,-139
5/22/2015 0:00,5/22/2015 20:05,1063,New York Rangers,Tampa Bay Lightning,107,-118,117,-129
5/21/2015 0:00,5/21/2015 20:05,61,Anaheim Ducks,Chicago Blackhawks,118,-130,138,-153
5/21/2015 0:00,5/21/2015 20:05,1061,Anaheim Ducks,Chicago Blackhawks,111,-123,126,-139
,C Crawford,,,,,,,
5/20/2015 0:00,5/20/2015 20:05,59,New York Rangers,Tampa Bay Lightning,118,-130,118,-130
5/20/2015 0:00,5/20/2015 20:05,1059,New York Rangers,Tampa Bay Lightning,111,-123,115,-127
5/19/2015 0:00,5/19/2015 21:05,57,Chicago Blackhawks,Anaheim Ducks,122,-135,111,-123
5/19/2015 0:00,5/19/2015 21:05,1057,Chicago Blackhawks,Anaheim Ducks,113,-125,105,-116
,,,,,,,,
5/18/2015 0:00,5/18/2015 20:05,55,Tampa Bay Lightning,New York Rangers,122,-135,124,-137
5/18/2015 0:00,5/18/2015 20:05,1055,Tampa Bay Lightning,New York Rangers,113,-125,119,-131
5/17/2015 0:00,5/17/2015 15:05,51,Chicago Blackhawks,Anaheim Ducks,122,-135,122,-135
5/17/2015 0:00,5/17/2015 15:05,1051,Chicago Blackhawks,Anaheim Ducks,112,-124,117,-129
,,,,,,,,
5/16/2015 0:00,5/16/2015 13:05,53,Tampa Bay Lightning,New York Rangers,126,-139,129,-143
5/16/2015 0:00,5/16/2015 13:05,1053,Tampa Bay Lightning,New York Rangers,116,-128,129,-143
5/13/2015 0:00,5/13/2015 19:35,23,Washington Capitals,New York Rangers,151,-167,144,-160
5/13/2015 0:00,5/13/2015 19:35,1023,Washington Capitals,New York Rangers,131,-145,135,-149
,H Lundqvist,,,,,,,
5/12/2015 0:00,5/12/2015 19:35,19,Montreal Canadiens,Tampa Bay Lightning,131,-145,120,-133
5/12/2015 0:00,5/12/2015 19:35,1019,Montreal Canadiens,Tampa Bay Lightning,128,-141,115,-127
5/10/2015 0:00,5/10/2015 19:05,13,New York Rangers,Washington Capitals,104,-115,103,-114
5/10/2015 0:00,5/10/2015 22:05,15,Calgary Flames,Anaheim Ducks,197,-220,217,-243
5/10/2015 0:00,5/10/2015 19:05,1013,New York Rangers,Washington Capitals,100,-110,-101,-109
,,,,,,,,
5/10/2015 0:00,5/10/2015 22:05,1015,Calgary Flames,Anaheim Ducks,166,-185,200,-224
,F Andersen,,,,,,,
,,,,,,,,
5/9/2015 0:00,5/9/2015 19:05,11,Tampa Bay Lightning,Montreal Canadiens,105,-116,111,-123
5/9/2015 0:00,5/9/2015 19:05,1011,Tampa Bay Lightning,Montreal Canadiens,107,-118,106,-117
5/8/2015 0:00,5/8/2015 19:05,5,Washington Capitals,New York Rangers,144,-160,150,-166
5/8/2015 0:00,5/8/2015 21:35,7,Anaheim Ducks,Calgary Flames,-135,122,-140,127
5/8/2015 0:00,5/8/2015 19:05,1005,Washington Capitals,New York Rangers,130,-144,138,-153
,H Lundqvist,,,,,,,
5/8/2015 0:00,5/8/2015 21:35,1007,Anaheim Ducks,Calgary Flames,-131,119,-135,122
,J Hiller,,,,,,,
,,,,,,,,
5/7/2015 0:00,5/7/2015 19:05,1,Montreal Canadiens,Tampa Bay Lightning,140,-155,130,-144
5/7/2015 0:00,5/7/2015 21:35,3,Chicago Blackhawks,Minnesota Wild,108,-119,104,-115
5/7/2015 0:00,5/7/2015 19:05,1001,Montreal Canadiens,Tampa Bay Lightning,126,-139,126,-139
5/7/2015 0:00,5/7/2015 21:35,1003,Chicago Blackhawks,Minnesota Wild,103,-114,105,-116
,,,,,,,,
5/6/2015 0:00,5/6/2015 19:05,73,Montreal Canadiens,Tampa Bay Lightning,132,-146,130,-144
5/6/2015 0:00,5/6/2015 19:35,75,New York Rangers,Washington Capitals,105,-116,-105,-105
5/6/2015 0:00,5/6/2015 19:05,1073,Montreal Canadiens,Tampa Bay Lightning,121,-134,125,-138
5/6/2015 0:00,5/6/2015 19:35,1075,New York Rangers,Washington Capitals,-105,-105,-105,-105
,,,,,,,,
5/5/2015 0:00,5/5/2015 20:05,69,Chicago Blackhawks,Minnesota Wild,123,-136,122,-135
5/5/2015 0:00,5/5/2015 21:35,71,Anaheim Ducks,Calgary Flames,-125,113,-140,127
5/5/2015 0:00,5/5/2015 20:05,1069,Chicago Blackhawks,Minnesota Wild,119,-131,115,-127
,,,,,,,,
5/5/2015 0:00,5/5/2015 21:35,1071,Anaheim Ducks,Calgary Flames,-117,106,-127,115
,J Hiller,,,,,,,
,,,,,,,,
5/4/2015 0:00,5/4/2015 19:35,67,New York Rangers,Washington Capitals,-105,-105,104,-115
5/4/2015 0:00,5/4/2015 19:35,1067,New York Rangers,Washington Capitals,-105,-105,-101,-109
,,,,,,,,
5/3/2015 0:00,5/3/2015 18:05,61,Tampa Bay Lightning,Montreal Canadiens,111,-123,118,-130
5/3/2015 0:00,5/3/2015 20:35,63,Minnesota Wild,Chicago Blackhawks,120,-133,122,-135
5/3/2015 0:00,5/3/2015 22:05,65,Calgary Flames,Anaheim Ducks,182,-203,193,-215
5/3/2015 0:00,5/3/2015 18:05,1061,Tampa Bay Lightning,Montreal Canadiens,107,-118,113,-125
5/3/2015 0:00,5/3/2015 20:35,1063,Minnesota Wild,Chicago Blackhawks,112,-124,110,-121
,C Crawford,,,,,,,
5/3/2015 0:00,5/3/2015 22:05,1065,Calgary Flames,Anaheim Ducks,155,-172,158,-175
,F Andersen,,,,,,,
,,,,,,,,
5/2/2015 0:00,5/2/2015 12:35,59,Washington Capitals,New York Rangers,152,-169,157,-174
5/2/2015 0:00,5/2/2015 12:35,1059,Washington Capitals,New York Rangers,135,-149,135,-149
,H Lundqvist,,,,,,,
5/1/2015 0:00,5/1/2015 21:30,53,Minnesota Wild,Chicago Blackhawks,131,-145,125,-138
5/1/2015 0:00,5/1/2015 19:05,57,Tampa Bay Lightning,Montreal Canadiens,120,-133,106,-117
5/1/2015 0:00,5/1/2015 21:30,1053,Minnesota Wild,Chicago Blackhawks,113,-125,113,-125
,C Crawford,,,,,,,
5/1/2015 0:00,5/1/2015 19:05,1057,Tampa Bay Lightning,Montreal Canadiens,112,-124,110,-121
4/30/2015 0:00,4/30/2015 22:35,51,Calgary Flames,Anaheim Ducks,155,-172,171,-190
4/30/2015 0:00,4/30/2015 19:35,55,Washington Capitals,New York Rangers,152,-169,138,-153
4/30/2015 0:00,4/30/2015 22:35,1051,Calgary Flames,Anaheim Ducks,147,-163,143,-158
,F Andersen,,,,,,,
,,,,,,,,
4/30/2015 0:00,4/30/2015 19:35,1055,Washington Capitals,New York Rangers,135,-149,126,-139
,H Lundqvist,,,,,,,
4/29/2015 0:00,4/29/2015 19:05,31,Detroit Red Wings,Tampa Bay Lightning,152,-169,171,-190
4/29/2015 0:00,4/29/2015 19:05,1031,Detroit Red Wings,Tampa Bay Lightning,135,-149,147,-163
4/27/2015 0:00,4/27/2015 19:35,17,New York Islanders,Washington Capitals,122,-135,136,-150
4/27/2015 0:00,4/27/2015 19:05,19,Tampa Bay Lightning,Detroit Red Wings,-110,100,106,-117
4/27/2015 0:00,4/27/2015 19:35,1017,New York Islanders,Washington Capitals,112,-124,127,-140
,B Holtby,,,,,,,
,,,,,,,,
4/27/2015 0:00,4/27/2015 19:05,1019,Tampa Bay Lightning,Detroit Red Wings,-107,-103,-102,-108
4/26/2015 0:00,4/26/2015 15:05,11,St. Louis Blues,Minnesota Wild,122,-135,122,-135
4/26/2015 0:00,4/26/2015 18:05,13,Montreal Canadiens,Ottawa Senators,109,-120,107,-118
4/26/2015 0:00,4/26/2015 15:05,1011,St. Louis Blues,Minnesota Wild,112,-124,109,-120
,,,,,,,,
4/26/2015 0:00,4/26/2015 18:05,1013,Montreal Canadiens,Ottawa Senators,-101,-109,102,-113
4/25/2015 0:00,4/25/2015 18:05,1,Detroit Red Wings,Tampa Bay Lightning,164,-182,165,-183
4/25/2015 0:00,4/25/2015 20:05,3,Nashville Predators,Chicago Blackhawks,151,-167,136,-150
4/25/2015 0:00,4/25/2015 15:05,5,Washington Capitals,New York Islanders,113,-125,118,-130
4/25/2015 0:00,4/25/2015 21:05,7,Vancouver Canucks,Calgary Flames,114,-126,113,-125
4/25/2015 0:00,4/25/2015 18:05,1001,Detroit Red Wings,Tampa Bay Lightning,151,-167,145,-161
4/25/2015 0:00,4/25/2015 20:05,1003,Nashville Predators,Chicago Blackhawks,133,-147,117,-129
4/25/2015 0:00,4/25/2015 15:05,1005,Washington Capitals,New York Islanders,107,-118,110,-121
,J Halak,,,,,,,
,,,,,,,,
4/25/2015 0:00,4/25/2015 21:05,1007,Vancouver Canucks,Calgary Flames,107,-118,111,-123
,J Hiller,,,,,,,
,,,,,,,,
4/24/2015 0:00,4/24/2015 19:05,81,Pittsburgh Penguins,New York Rangers,166,-185,160,-178
4/24/2015 0:00,4/24/2015 19:05,83,Ottawa Senators,Montreal Canadiens,145,-161,137,-151
4/24/2015 0:00,4/24/2015 21:35,85,Minnesota Wild,St. Louis Blues,122,-135,125,-138
4/24/2015 0:00,4/24/2015 19:05,1081,Pittsburgh Penguins,New York Rangers,144,-160,140,-155
4/24/2015 0:00,4/24/2015 19:05,1083,Ottawa Senators,Montreal Canadiens,133,-147,122,-135
4/24/2015 0:00,4/24/2015 21:35,1085,Minnesota Wild,St. Louis Blues,115,-127,111,-123
,B Elliott,,,,,,,
4/23/2015 0:00,4/23/2015 19:05,73,Tampa Bay Lightning,Detroit Red Wings,-105,-105,-113,102
4/23/2015 0:00,4/23/2015 19:05,75,New York Islanders,Washington Capitals,117,-129,118,-130
4/23/2015 0:00,4/23/2015 21:35,77,Chicago Blackhawks,Nashville Predators,102,-113,108,-119
4/23/2015 0:00,4/23/2015 22:05,79,Calgary Flames,Vancouver Canucks,133,-147,133,-147
4/23/2015 0:00,4/23/2015 19:05,1073,Tampa Bay Lightning,Detroit Red Wings,-105,-105,-108,-102
4/23/2015 0:00,4/23/2015 19:05,1075,New York Islanders,Washington Capitals,109,-120,111,-123
,B Holtby,,,,,,,
,,,,,,,,
4/23/2015 0:00,4/23/2015 21:35,1077,Chicago Blackhawks,Nashville Predators,-101,-109,107,-118
4/23/2015 0:00,4/23/2015 22:05,1079,Calgary Flames,Vancouver Canucks,120,-133,125,-138
,R Miller,,,,,,,
,,,,,,,,
4/22/2015 0:00,4/22/2015 19:05,65,Montreal Canadiens,Ottawa Senators,100,-110,-104,-106
4/22/2015 0:00,4/22/2015 19:05,67,New York Rangers,Pittsburgh Penguins,-115,104,-120,109
4/22/2015 0:00,4/22/2015 21:35,69,St. Louis Blues,Minnesota Wild,119,-131,131,-145
4/22/2015 0:00,4/22/2015 21:35,71,Anaheim Ducks,Winnipeg Jets,111,-123,108,-119
4/22/2015 0:00,4/22/2015 19:05,1065,Montreal Canadiens,Ottawa Senators,-103,-107,-101,-109
4/22/2015 0:00,4/22/2015 19:05,1067,New York Rangers,Pittsburgh Penguins,-110,100,-111,101
4/22/2015 0:00,4/22/2015 21:35,1069,St. Louis Blues,Minnesota Wild,111,-123,120,-133
,,,,,,,,
4/22/2015 0:00,4/22/2015 21:35,1071,Anaheim Ducks,Winnipeg Jets,106,-117,104,-115
,M Hutchinson,,,,,,,
4/21/2015 0:00,4/21/2015 19:05,57,Tampa Bay Lightning,Detroit Red Wings,-120,109,-110,100
4/21/2015 0:00,4/21/2015 19:35,59,Washington Capitals,New York Islanders,122,-135,122,-135
4/21/2015 0:00,4/21/2015 21:35,61,Nashville Predators,Chicago Blackhawks,145,-161,135,-149
4/21/2015 0:00,4/21/2015 22:05,63,Vancouver Canucks,Calgary Flames,104,-115,103,-114
4/21/2015 0:00,4/21/2015 19:05,1057,Tampa Bay Lightning,Detroit Red Wings,-114,103,-108,-102
4/21/2015 0:00,4/21/2015 19:35,1059,Washington Capitals,New York Islanders,115,-127,115,-127
,J Halak,,,,,,,
,,,,,,,,
4/21/2015 0:00,4/21/2015 21:35,1061,Nashville Predators,Chicago Blackhawks,130,-144,122,-135
4/21/2015 0:00,4/21/2015 22:05,1063,Vancouver Canucks,Calgary Flames,100,-110,102,-113
,J Hiller,,,,,,,
,,,,,,,,
4/20/2015 0:00,4/20/2015 19:05,51,New York Rangers,Pittsburgh Penguins,-115,104,-116,105
4/20/2015 0:00,4/20/2015 20:05,53,St. Louis Blues,Minnesota Wild,109,-120,120,-133
4/20/2015 0:00,4/20/2015 21:05,55,Anaheim Ducks,Winnipeg Jets,113,-125,120,-133
4/20/2015 0:00,4/20/2015 19:05,1051,New York Rangers,Pittsburgh Penguins,-110,100,-114,103
4/20/2015 0:00,4/20/2015 20:05,1053,St. Louis Blues,Minnesota Wild,111,-123,113,-125
,,,,,,,,
4/20/2015 0:00,4/20/2015 21:05,1055,Anaheim Ducks,Winnipeg Jets,107,-118,111,-123
,M Hutchinson,,,,,,,
4/19/2015 0:00,4/19/2015 12:05,33,Washington Capitals,New York Islanders,125,-138,124,-137
4/19/2015 0:00,4/19/2015 15:05,35,Nashville Predators,Chicago Blackhawks,140,-155,149,-165
4/19/2015 0:00,4/19/2015 19:05,37,Montreal Canadiens,Ottawa Senators,122,-135,105,-116
4/19/2015 0:00,4/19/2015 22:05,39,Vancouver Canucks,Calgary Flames,115,-127,100,-110
4/19/2015 0:00,4/19/2015 12:05,1033,Washington Capitals,New York Islanders,115,-127,118,-130
,J Halak,,,,,,,
,,,,,,,,
4/19/2015 0:00,4/19/2015 15:05,1035,Nashville Predators,Chicago Blackhawks,126,-139,122,-135
4/19/2015 0:00,4/19/2015 19:05,1037,Montreal Canadiens,Ottawa Senators,110,-121,103,-114
4/19/2015 0:00,4/19/2015 22:05,1039,Vancouver Canucks,Calgary Flames,108,-119,-102,-108
,J Hiller,,,,,,,
,,,,,,,,
4/18/2015 0:00,4/18/2015 15:05,25,Minnesota Wild,St. Louis Blues,126,-139,115,-127
4/18/2015 0:00,4/18/2015 15:05,27,Detroit Red Wings,Tampa Bay Lightning,153,-170,180,-201
4/18/2015 0:00,4/18/2015 20:05,29,Pittsburgh Penguins,New York Rangers,164,-182,166,-185
4/18/2015 0:00,4/18/2015 22:35,31,Winnipeg Jets,Anaheim Ducks,133,-147,135,-149
4/18/2015 0:00,4/18/2015 15:05,1025,Minnesota Wild,St. Louis Blues,113,-125,110,-121
,B Elliott,,,,,,,
4/18/2015 0:00,4/18/2015 15:05,1027,Detroit Red Wings,Tampa Bay Lightning,135,-149,156,-173
4/18/2015 0:00,4/18/2015 20:05,1029,Pittsburgh Penguins,New York Rangers,144,-160,138,-153
4/18/2015 0:00,4/18/2015 22:35,1031,Winnipeg Jets,Anaheim Ducks,116,-128,120,-133
,,,,,,,,
4/17/2015 0:00,4/17/2015 19:05,17,Ottawa Senators,Montreal Canadiens,122,-135,125,-138
4/17/2015 0:00,4/17/2015 19:05,19,New York Islanders,Washington Capitals,127,-140,107,-118
4/17/2015 0:00,4/17/2015 21:35,21,Chicago Blackhawks,Nashville Predators,100,-110,108,-119
4/17/2015 0:00,4/17/2015 22:05,23,Calgary Flames,Vancouver Canucks,131,-145,140,-155
4/17/2015 0:00,4/17/2015 19:05,1017,Ottawa Senators,Montreal Canadiens,113,-125,115,-127
4/17/2015 0:00,4/17/2015 19:05,1019,New York Islanders,Washington Capitals,116,-128,103,-114
,B Holtby,,,,,,,
,,,,,,,,
4/17/2015 0:00,4/17/2015 21:35,1021,Chicago Blackhawks,Nashville Predators,-103,-107,100,-110
4/17/2015 0:00,4/17/2015 22:05,1023,Calgary Flames,Vancouver Canucks,120,-133,122,-135
,R Miller,,,,,,,
,,,,,,,,
4/16/2015 0:00,4/16/2015 19:00,9,Pittsburgh Penguins,New York Rangers,155,-172,158,-175
4/16/2015 0:00,4/16/2015 19:30,11,Detroit Red Wings,Tampa Bay Lightning,145,-161,147,-163
4/16/2015 0:00,4/16/2015 21:30,13,Minnesota Wild,St. Louis Blues,131,-145,113,-125
4/16/2015 0:00,4/16/2015 22:30,15,Winnipeg Jets,Anaheim Ducks,140,-155,133,-147
4/16/2015 0:00,4/16/2015 19:00,1009,Pittsburgh Penguins,New York Rangers,140,-155,140,-155
4/16/2015 0:00,4/16/2015 19:30,1011,Detroit Red Wings,Tampa Bay Lightning,135,-149,129,-142
4/16/2015 0:00,4/16/2015 21:30,1013,Minnesota Wild,St. Louis Blues,122,-135,107,-118
,B Elliott,,,,,,,
4/16/2015 0:00,4/16/2015 22:30,1015,Winnipeg Jets,Anaheim Ducks,126,-139,120,-133
,,,,,,,,
4/15/2015 0:00,4/15/2015 19:05,1,Ottawa Senators,Montreal Canadiens,131,-145,122,-135
4/15/2015 0:00,4/15/2015 19:00,3,New York Islanders,Washington Capitals,131,-145,117,-129
4/15/2015 0:00,4/15/2015 20:30,5,Chicago Blackhawks,Nashville Predators,104,-115,100,-110
4/15/2015 0:00,4/15/2015 22:00,7,Calgary Flames,Vancouver Canucks,127,-140,133,-147
4/15/2015 0:00,4/15/2015 19:05,1001,Ottawa Senators,Montreal Canadiens,116,-128,113,-125
4/15/2015 0:00,4/15/2015 19:00,1003,New York Islanders,Washington Capitals,116,-128,108,-119
,B Holtby,,,,,,,
,,,,,,,,
4/15/2015 0:00,4/15/2015 20:30,1005,Chicago Blackhawks,Nashville Predators,-103,-107,-103,-107
4/15/2015 0:00,4/15/2015 22:00,1007,Calgary Flames,Vancouver Canucks,120,-133,118,-130
,R Miller,,,,,,,
,,,,,,,,
4/11/2015 0:00,4/11/2015 12:35,51,Ottawa Senators,Philadelphia Flyers,-145,131,-163,147
4/11/2015 0:00,4/11/2015 12:35,53,New York Rangers,Washington Capitals,133,-147,136,-150
4/11/2015 0:00,4/11/2015 15:05,55,San Jose Sharks,Los Angeles Kings,122,-135,142,-157
4/11/2015 0:00,4/11/2015 15:05,57,Calgary Flames,Winnipeg Jets,113,-125,135,-149
4/11/2015 0:00,4/11/2015 19:05,59,Pittsburgh Penguins,Buffalo Sabres,-370,322,-380,330
4/11/2015 0:00,4/11/2015 19:05,61,New Jersey Devils,Florida Panthers,149,-165,144,-160
4/11/2015 0:00,4/11/2015 19:05,63,Montreal Canadiens,Toronto Maple Leafs,-185,166,-190,171
4/11/2015 0:00,4/11/2015 19:05,65,Detroit Red Wings,Carolina Hurricanes,-115,104,114,-126
4/11/2015 0:00,4/11/2015 19:05,67,Columbus Blue Jackets,New York Islanders,133,-147,136,-150
4/11/2015 0:00,4/11/2015 19:35,69,Boston Bruins,Tampa Bay Lightning,140,-155,118,-130
4/11/2015 0:00,4/11/2015 15:05,71,Minnesota Wild,St. Louis Blues,144,-160,140,-155
4/11/2015 0:00,4/11/2015 20:05,73,Nashville Predators,Dallas Stars,118,-130,122,-135
4/11/2015 0:00,4/11/2015 21:05,75,Anaheim Ducks,Arizona Coyotes,-240,214,-245,218
4/11/2015 0:00,4/11/2015 21:05,77,Chicago Blackhawks,Colorado Avalanche,-135,122,-113,102
4/11/2015 0:00,4/11/2015 22:05,79,Edmonton Oilers,Vancouver Canucks,239,-270,231,-260
4/11/2015 0:00,4/11/2015 12:35,1051,Ottawa Senators,Philadelphia Flyers,-128,116,-138,125
4/11/2015 0:00,4/11/2015 12:35,1053,New York Rangers,Washington Capitals,120,-133,120,-132
,,,,,,,,
4/11/2015 0:00,4/11/2015 15:05,1055,San Jose Sharks,Los Angeles Kings,116,-128,121,-134
4/11/2015 0:00,4/11/2015 15:05,1057,Calgary Flames,Winnipeg Jets,107,-118,122,-135
,M Hutchinson,,,,,,,
4/11/2015 0:00,4/11/2015 19:05,1059,Pittsburgh Penguins,Buffalo Sabres,-265,235,-300,264
,,,,,,,,
4/11/2015 0:00,4/11/2015 19:05,1061,New Jersey Devils,Florida Panthers,131,-145,129,-142
,,,,,,,,
4/11/2015 0:00,4/11/2015 19:05,1063,Montreal Canadiens,Toronto Maple Leafs,-159,144,-155,140
4/11/2015 0:00,4/11/2015 19:05,1065,Detroit Red Wings,Carolina Hurricanes,-110,100,102,-113
4/11/2015 0:00,4/11/2015 19:05,1067,Columbus Blue Jackets,New York Islanders,120,-133,117,-129
,,,,,,,,
4/11/2015 0:00,4/11/2015 19:35,1069,Boston Bruins,Tampa Bay Lightning,126,-139,113,-125
4/11/2015 0:00,4/11/2015 15:05,1071,Minnesota Wild,St. Louis Blues,129,-143,126,-139
,B Elliott,,,,,,,
4/11/2015 0:00,4/11/2015 20:05,1073,Nashville Predators,Dallas Stars,108,-119,109,-120
4/11/2015 0:00,4/11/2015 21:05,1075,Anaheim Ducks,Arizona Coyotes,-168,152,-174,157
,M Smith,,,,,,,
,,,,,,,,
4/11/2015 0:00,4/11/2015 21:05,1077,Chicago Blackhawks,Colorado Avalanche,-125,113,-113,102
4/11/2015 0:00,4/11/2015 22:05,1079,Edmonton Oilers,Vancouver Canucks,193,-215,183,-204
,R Miller,,,,,,,
,,,,,,,,
4/10/2015 0:00,4/10/2015 19:05,1,New York Islanders,Pittsburgh Penguins,153,-170,144,-160
4/10/2015 0:00,4/10/2015 19:05,3,Buffalo Sabres,Columbus Blue Jackets,297,-340,314,-361
4/10/2015 0:00,4/10/2015 19:05,1001,New York Islanders,Pittsburgh Penguins,135,-149,126,-139
,M Fleury ,,,,,,,
4/10/2015 0:00,4/10/2015 19:05,1003,Buffalo Sabres,Columbus Blue Jackets,214,-240,214,-240
,S Bobrovsky,,,,,,,
4/9/2015 0:00,4/9/2015 19:05,51,Ottawa Senators,New York Rangers,113,-125,-113,102
4/9/2015 0:00,4/9/2015 19:05,53,Carolina Hurricanes,Philadelphia Flyers,140,-155,118,-130
4/9/2015 0:00,4/9/2015 19:35,55,Detroit Red Wings,Montreal Canadiens,113,-125,110,-121
4/9/2015 0:00,4/9/2015 19:35,57,Boston Bruins,Florida Panthers,-130,118,-135,122
4/9/2015 0:00,4/9/2015 19:35,59,New Jersey Devils,Tampa Bay Lightning,218,-245,227,-255
4/9/2015 0:00,4/9/2015 20:05,61,Chicago Blackhawks,St. Louis Blues,104,-115,103,-114
4/9/2015 0:00,4/9/2015 20:05,63,Minnesota Wild,Nashville Predators,113,-125,147,-163
4/9/2015 0:00,4/9/2015 21:05,65,Los Angeles Kings,Calgary Flames,-130,118,-117,106
4/9/2015 0:00,4/9/2015 21:05,67,Winnipeg Jets,Colorado Avalanche,-137,124,-175,158
4/9/2015 0:00,4/9/2015 21:35,69,San Jose Sharks,Edmonton Oilers,-145,131,-175,158
4/9/2015 0:00,4/9/2015 22:05,71,Arizona Coyotes,Vancouver Canucks,248,-280,273,-311
4/9/2015 0:00,4/9/2015 19:05,1051,Ottawa Senators,New York Rangers,107,-118,-110,100
4/9/2015 0:00,4/9/2015 19:05,1053,Carolina Hurricanes,Philadelphia Flyers,126,-139,108,-119
4/9/2015 0:00,4/9/2015 19:35,1055,Detroit Red Wings,Montreal Canadiens,107,-118,102,-113
4/9/2015 0:00,4/9/2015 19:35,1057,Boston Bruins,Florida Panthers,-121,110,-120,109
,,,,,,,,
4/9/2015 0:00,4/9/2015 19:35,1059,New Jersey Devils,Tampa Bay Lightning,182,-203,184,-205
4/9/2015 0:00,4/9/2015 20:05,1061,Chicago Blackhawks,St. Louis Blues,101,-111,101,-111
4/9/2015 0:00,4/9/2015 20:05,1063,Minnesota Wild,Nashville Predators,107,-118,130,-144
,P Rinne,,,,,,,
4/9/2015 0:00,4/9/2015 21:05,1065,Los Angeles Kings,Calgary Flames,-123,111,-111,101
,,,,,,,,
4/9/2015 0:00,4/9/2015 21:05,1067,Winnipeg Jets,Colorado Avalanche,-128,116,-143,129
4/9/2015 0:00,4/9/2015 21:35,1069,San Jose Sharks,Edmonton Oilers,-133,120,-136,123
,,,,,,,,
4/9/2015 0:00,4/9/2015 22:05,1071,Arizona Coyotes,Vancouver Canucks,201,-225,201,-225
,R Miller,,,,,,,
,,,,,,,,
4/8/2015 0:00,4/8/2015 19:35,1,Toronto Maple Leafs,Columbus Blue Jackets,175,-195,187,-209
4/8/2015 0:00,4/8/2015 20:05,3,Boston Bruins,Washington Capitals,118,-130,-105,-105
4/8/2015 0:00,4/8/2015 22:35,5,Dallas Stars,Anaheim Ducks,166,-185,147,-163
4/8/2015 0:00,4/8/2015 19:35,1001,Toronto Maple Leafs,Columbus Blue Jackets,151,-167,157,-174
4/8/2015 0:00,4/8/2015 20:05,1003,Boston Bruins,Washington Capitals,110,-121,-105,-105
,,,,,,,,
4/8/2015 0:00,4/8/2015 22:35,1005,Dallas Stars,Anaheim Ducks,144,-160,131,-145
,,,,,,,,
4/7/2015 0:00,4/7/2015 19:05,51,New York Rangers,New Jersey Devils,-165,149,-150,136
